Id,Victimas,Sexo,Edad,Rol,Victima,Acusado,Fecha,Semestre,Franja_Horaria,Lugar_Del_Hecho,Tipo_De_Calle,Calle,Direccion,Altura\Cruce,Comuna,Longitud,Latitud
2020-0031,1,MASCULINO,29,CONDUCTOR,MOTO,CARGAS,2020-06-30,1,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.","GARZON, EUGENIO, GRAL. AV. y LARRAYA",LARRAYA,9,-58.49344309,-34.65788529
2020-0032,1,MASCULINO,21,CONDUCTOR,MOTO,AUTO,2020-07-10,2,23,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y SERRANO,SERRANO,15,-58.44259166,-34.59635137
2020-0033,1,MASCULINO,32,CONDUCTOR,AUTO,OBJETO FIJO,2020-07-19,2,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",DEL LIBERTADOR AV.,13,-58.46743471,-34.53476874
2020-0034,1,FEMENINO,42,PEATON,PEATON,AUTO,2020-08-02,2,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.","ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259
2020-0035,1,MASCULINO,40,CONDUCTOR,MOTO,PASAJEROS,2020-08-04,2,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y PUMACAHUA,N/D,7,-58.45068621,-34.63638927
2020-0036,1,MASCULINO,72,PEATON,PEATON,MOTO,2020-08-07,2,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",PARAGUAY,14,-58.42016954,-34.5877879
2020-0037,1,MASCULINO,38,PEATON,PEATON,AUTO,2020-08-29,2,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",VARELA AV.,8,-58.43850413,-34.65554754
2020-0038,2,MASCULINO,46,CONDUCTOR,AUTO,AUTO,2020-08-30,2,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.","DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898
2020-0038,2,MASCULINO,64,CONDUCTOR,AUTO,AUTO,2020-08-30,2,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.","DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898
2020-0039,1,MASCULINO,44,PEATON,PEATON,CARGAS,2020-09-01,2,19,MURGUIONDO 2700,CALLE,MURGUIONDO,MURGUIONDO,N/D,9,-58.37723,-34.61315
2020-0040,1,MASCULINO,42,CONDUCTOR,AUTO,OBJETO FIJO,2020-09-12,2,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",CALLE 12 (NO OFICIAL),2,-58.38526125,-34.5780581
2020-0041,1,MASCULINO,34,CONDUCTOR,MOTO,PASAJEROS,2020-09-28,2,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"CURAPALIGUE y PERON, EVA AV.","PERON, EVA AV.",7,-58.4475047,-34.63491705
2020-0042,1,FEMENINO,53,PEATON,PEATON,PASAJEROS,2020-09-29,2,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA","DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",SOLDADO DE LA FRONTERA AV.,8,-58.46745752,-34.68192648
2020-0043,1,MASCULINO,64,PEATON,PEATON,PASAJEROS,2020-09-30,2,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. y PARAGUAY",PARAGUAY,1,-58.37202621,-34.59717942
2020-0044,1,MASCULINO,43,CONDUCTOR,AUTO,AUTO,2020-10-05,2,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,LA PLATA AV. e INDEPENDENCIA AV.,INDEPENDENCIA AV.,6,-58.42779702,-34.62207347
2020-0045,1,MASCULINO,50,CONDUCTOR,AUTO,CARGAS,2020-10-19,2,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y 27 DE FEBRERO AV.",27 DE FEBRERO AV.,8,-58.46244952,-34.70524971
2020-0046,1,MASCULINO,41,CONDUCTOR,MOTO,MOTO,2020-10-27,2,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"NAZCA AV. y CARRANZA, ADOLFO P.","CARRANZA, ADOLFO P.",11,-58.4844016,-34.60776782
2020-0047,1,MASCULINO,15,PEATON,PEATON,CARGAS,2020-10-27,2,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,AUTOPISTA PRESIDENTE HÃCTOR J. CÃMPORA y LACARRA AV.,LACARRA AV.,9,-58.46668375,-34.65174801
2020-0048,1,MASCULINO,41,CONDUCTOR,MOTO,OBJETO FIJO,2020-10-29,2,20,DORREGO AV. 614,AVENIDA,DORREGO AV.,DORREGO AV. 614,614.0,15,-58.4495878,-34.59322448
2020-0049,1,MASCULINO,36,PEATON,PEATON,AUTO,2020-10-30,2,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.","RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462
2020-0050,1,FEMENINO,28,PEATON,PEATON,MOTO,2020-11-01,2,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,GODOY CRUZ,14,-58.42525456,-34.57866344
2020-0051,1,MASCULINO,49,CONDUCTOR,MOTO,AUTO,2020-11-05,2,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y MERCEDES,MERCEDES,10,-58.48493828,-34.62981124
2020-0052,1,MASCULINO,44,CICLISTA,BICICLETA,CARGAS,2020-11-07,2,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,TUCUMAN y PUEYRREDON AV.,PUEYRREDON AV.,3,-58.40480504,-34.60183884
2020-0053,1,MASCULINO,27,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,2020-11-09,2,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO","EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774
2020-0054,1,MASCULINO,59,CICLISTA,BICICLETA,AUTO,2020-11-19,2,9,INCLAN Y ALBERTI,CALLE,INCLAN,INCLAN y ALBERTI,ALBERTI,4,-58.39956546,-34.6297708
2020-0055,1,MASCULINO,91,PEATON,PEATON,CARGAS,2020-11-19,2,12,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,OLAZABAL AV. 5437,5437.0,12,-58.49005682,-34.5786897
2020-0056,1,FEMENINO,34,CONDUCTOR,MOTO,CARGAS,2020-11-21,2,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.","ROCA, CNEL. AV.",8,-58.47064556,-34.69843756
2020-0057,1,MASCULINO,84,PEATON,PEATON,AUTO,2020-11-23,2,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"NAZCA AV. y VIALE, LUIS","VIALE, LUIS",11,-58.4750156,-34.61945902
2020-0058,1,MASCULINO,57,PEATON,PEATON,AUTO,2020-11-24,2,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"OLIVERA AV. y FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467
2020-0059,1,FEMENINO,49,PEATON,PEATON,PASAJEROS,2020-12-01,2,6,BRASIL 1100,CALLE,BRASIL,BRASIL 1100,1100.0,1,-58.3795169,-34.62794241
2020-0060,1,FEMENINO,69,PEATON,PEATON,MOTO,2020-12-03,2,20,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"HOMERO y PERON, EVA AV.","PERON, EVA AV.",9,-58.47750832,-34.65672199
2020-0061,1,MASCULINO,45,CONDUCTOR,MOTO,CARGAS,2020-12-03,2,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625
2020-0062,1,MASCULINO,47,CICLISTA,BICICLETA,PASAJEROS,2020-12-04,2,17,MORENO 1845,CALLE,MORENO,MORENO 1845,1845.0,3,-58.39246272,-34.61253541
2020-0063,2,MASCULINO,38,PEATON,PEATON_MOTO,MOTO,2020-12-05,2,7,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,ALTA GRACIA,11,-58.52783814,-34.61047001
2020-0063,2,MASCULINO,21,PASAJERO_ACOMPAÑANTE,PEATON_MOTO,MOTO,2020-12-05,2,7,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,ALTA GRACIA,11,-58.52783814,-34.61047001
2020-0065,1,MASCULINO,24,CONDUCTOR,MOTO,AUTO,2020-12-05,2,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.","GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855
2020-0066,1,MASCULINO,27,CONDUCTOR,MOTO,OBJETO FIJO,2020-12-07,2,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),N/D,10,-58.50178784,-34.63593897
2020-0067,1,MASCULINO,51,PEATON,PEATON,PASAJEROS,2020-12-11,2,22,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,SAENZ AV. y BEAZLEY,BEAZLEY,4,-58.41657793,-34.65476216
2020-0068,1,MASCULINO,71,CONDUCTOR,MOTO,AUTO,2020-12-12,2,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y AUSTRIA,AUSTRIA,2,-58.39731474,-34.58307887
2020-0069,1,MASCULINO,25,PASAJERO_ACOMPAÑANTE,MOTO,PASAJEROS,2020-12-15,2,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y SAENZ PEÃA, LUIS, PRES.","SAENZ PE?A, LUIS, PRES.",1,-58.38746381,-34.61790839
2020-0070,1,FEMENINO,81,PEATON,PEATON,PASAJEROS,2020-12-17,2,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"CALLAO AV. y LAS HERAS, GENERAL","LAS HERAS, GENERAL",2,-58.39189441,-34.59176378
2020-0071,1,MASCULINO,4,PEATON,PEATON,AUTO,2020-12-17,2,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,DIRECTORIO AV.,7,-58.46749188,-34.63551751
2020-0072,1,MASCULINO,42,CICLISTA,BICICLETA,AUTO,2020-12-19,2,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"JUJUY AV. y CALVO, CARLOS","CALVO, CARLOS",3,-58.40280471,-34.62113271
2020-0073,1,MASCULINO,56,CONDUCTOR,MOTO,OBJETO FIJO,2020-12-20,2,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,ESCALADA AV.,8,-58.44451316,-34.68475866
2020-0074,1,MASCULINO,39,CONDUCTOR,AUTO,AUTO,2020-12-20,2,21,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,BOGOTA y NAZCA AV.,NAZCA AV.,7,-58.47110424,-34.62742408
2020-0075,1,MASCULINO,23,PEATON,PEATON,PASAJEROS,2020-12-23,2,14,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y 9 DE JULIO AV.,9 DE JULIO AV.,1,-58.38220928,-34.60373898
2020-0076,1,FEMENINO,78,CONDUCTOR,AUTO,PASAJEROS,2020-12-24,2,12,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,ALVAREZ JONTE AV. y CHIVILCOY,CHIVILCOY,10,-58.49794468,-34.61565025
2020-0077,2,FEMENINO,30,CONDUCTOR,MOTO,AUTO,2020-12-25,2,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y PUNTA ARENAS,PUNTA ARENAS,15,-58.47220945,-34.60111373
2020-0077,2,FEMENINO,24,PASAJERO_ACOMPAÑANTE,MOTO,AUTO,2020-12-25,2,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y PUNTA ARENAS,PUNTA ARENAS,15,-58.47220945,-34.60111373
2020-0078,1,MASCULINO,26,CICLISTA,BICICLETA,PASAJEROS,2020-12-25,2,5,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL 1118,1118.0,7,-58.43706741,-34.63217813
2020-0079,1,MASCULINO,28,CONDUCTOR,MOTO,OBJETO FIJO,2020-12-27,2,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.","GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855
2021-0001,1,MASCULINO,36,CONDUCTOR,MOTO,AUTO,2021-01-06,1,18,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU FRONDIZI KM. 3,N/D,1,-58.37960727,-34.62622851
2021-0002,1,FEMENINO,47,CONDUCTOR,MOTO,CARGAS,2021-01-07,1,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.","CASTRO, EMILIO AV. y MURGUIONDO",MURGUIONDO,9,-58.51061062,-34.64972472
2021-0003,1,MASCULINO,27,CONDUCTOR,MOTO,OBJETO FIJO,2021-01-10,1,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO KM. 3.7,N/D,7,-58.43052224,-34.62941648
2021-0004,1,FEMENINO,61,PEATON,PEATON,CARGAS,2021-01-11,1,9,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,CASEROS AV. y GUARANI,GUARANI,5,-58.41455544,-34.63866836
2021-0005,1,MASCULINO,73,PEATON,PEATON,AUTO,2021-01-11,1,21,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 3800",3800.0,9,-58.46774439,-34.64730145
2021-0006,1,FEMENINO,23,PASAJERO_ACOMPAÑANTE,MOTO,CARGAS,2021-01-12,1,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,SARMIENTO AV.,14,-58.40786274,-34.56726817
2021-0007,1,MASCULINO,84,CONDUCTOR,MOTO,MOTO,2021-01-18,1,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. y GIRIBONE,GIRIBONE,15,-58.48744301,-34.58622275
2021-0008,1,MASCULINO,28,PEATON,PEATON,PASAJEROS,2021-01-22,1,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216
2021-0009,1,MASCULINO,31,CONDUCTOR,MOTO,OBJETO FIJO,2021-01-23,1,5,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,PAYSANDU y GAONA AV.,GAONA AV.,6,-58.45351111,-34.61134937
2021-0010,1,MASCULINO,28,CONDUCTOR,MOTO,AUTO,2021-01-23,1,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.","BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951
2021-0011,1,MASCULINO,21,PEATON,PEATON,AUTO,2021-01-27,1,1,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,SANTA FE AV. 1675,1675.0,2,-58.39144148,-34.59564871
2021-0012,1,MASCULINO,42,PEATON,PEATON,AUTO,2021-01-29,1,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",GUAMINI,8,-58.48191128,-34.68385968
2021-0013,1,MASCULINO,41,CONDUCTOR,MOTO,OBJETO FIJO,2021-01-31,1,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y OLIVERA AV.",OLIVERA AV.,10,-58.48727942,-34.63652467
2021-0014,1,MASCULINO,28,PEATON,PEATON,AUTO,2021-02-02,1,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y NOGOYA,NOGOYA,15,-58.48328708,-34.59779521
2021-0015,1,MASCULINO,26,CONDUCTOR,MOTO,OBJETO FIJO,2021-02-06,1,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y TINOGASTA,TINOGASTA,15,-58.49018543,-34.5972499
2021-0016,1,MASCULINO,22,CONDUCTOR,AUTO,OBJETO FIJO,2021-02-14,1,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO","DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689
2021-0017,1,MASCULINO,33,CONDUCTOR,MOTO,PASAJEROS,2021-02-17,1,4,SALTA Y CASEROS AV.,AVENIDA,SALTA,SALTA y CASEROS AV.,CASEROS AV.,1,-58.38262614,-34.63168269
2021-0018,1,MASCULINO,36,PEATON,PEATON,AUTO,2021-02-20,1,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518
2021-0019,1,MASCULINO,30,CONDUCTOR,MOTO,OBJETO FIJO,2021-02-21,1,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.","LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635
2021-0020,1,FEMENINO,42,PEATON,PEATON,CARGAS,2021-02-21,1,15,POTOSI Y GASCON,CALLE,POTOSI,POTOSI y GASCON,GASCON,5,-58.42462955,-34.60727189
2021-0021,1,MASCULINO,39,CONDUCTOR,MOTO,OBJETO FIJO,2021-02-26,1,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO","YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",24 DE NOVIEMBRE,3,-58.41168345,-34.61185625
2021-0022,1,MASCULINO,68,PASAJERO_ACOMPAÑANTE,PASAJEROS,SD,2021-02-28,1,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303
2021-0023,1,MASCULINO,24,CONDUCTOR,MOTO,CARGAS,2021-03-01,1,9,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,"AU BUENOS AIRES LA PLATA  KM 4,5",N/D,4,-58.37723,-34.61315
2021-0024,1,MASCULINO,5,CICLISTA,BICICLETA,CARGAS,2021-03-03,1,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y PIEDRA BUENA AV.",PIEDRA BUENA AV.,9,-58.49573651,-34.67006054
2021-0025,1,MASCULINO,37,CONDUCTOR,MOTO,OTRO,2021-03-11,1,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.48695354,-34.68795245
2021-0026,1,MASCULINO,36,CONDUCTOR,MOTO,OBJETO FIJO,2021-03-15,1,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",N/D,4,-58.37562539,-34.64449357
2021-0027,1,FEMENINO,19,CONDUCTOR,MOTO,CARGAS,2021-03-16,1,15,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DONADO",DONADO,12,-58.49491054,-34.54795581
2021-0028,1,MASCULINO,42,PEATON,PEATON,PASAJEROS,2021-03-29,1,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,"COREA AV. y TORRES Y TENORIO, PRES.","TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704
2021-0029,1,MASCULINO,26,CONDUCTOR,AUTO,AUTO,2021-03-31,1,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",SAN PEDRITO AV.,7,-58.46899119,-34.63215432
2021-0030,1,MASCULINO,36,PEATON,PEATON,PASAJEROS,2021-04-03,1,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,FINOCHIETTO ENRIQUE DR. 1623,1623.0,4,-58.38685612,-34.63455776
2021-0031,1,FEMENINO,68,PEATON,PEATON,CARGAS,2021-04-07,1,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,INDEPENDENCIA AV.,1,-58.38113667,-34.61765323
2021-0032,1,MASCULINO,60,PEATON,PEATON,MOTO,2021-04-10,1,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y GUIRALDES, INT.","GUIRALDES, INT.",13,-58.44112678,-34.54538956
2021-0033,1,MASCULINO,33,CONDUCTOR,AUTO,OBJETO FIJO,2021-04-14,1,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y BOEDO AV.,N/D,5,-58.41595919,-34.62743346
2021-0034,1,FEMENINO,26,PASAJERO_ACOMPAÑANTE,MOTO,CARGAS,2021-04-19,1,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y ZAVALETA",ZAVALETA,4,-58.40184094,-34.64546845
2021-0035,1,MASCULINO,24,CONDUCTOR,MOTO,CARGAS,2021-05-03,1,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,"JANER, ANA MARIA","JANER, ANA MARIA y LAFUENTE AV.",LAFUENTE AV.,8,-58.44642231,-34.65679806
2021-0036,1,MASCULINO,36,CONDUCTOR,MOTO,OBJETO FIJO,2021-05-09,1,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",MOSCONI GENERAL AV.,11,-58.52340614,-34.59798754
2021-0037,1,FEMENINO,58,PEATON,PEATON,PASAJEROS,2021-05-11,1,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,MONROE,"MONROE y BALBIN, RICARDO, DR. AV.","BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075
2021-0038,1,FEMENINO,44,CONDUCTOR,MOTO,CARGAS,2021-05-14,1,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y SANTA FE AV.",SANTA FE AV.,14,-58.42653328,-34.57816791
2021-0039,1,MASCULINO,86,CICLISTA,BICICLETA,AUTO,2021-05-15,1,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,OLIDEN,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372
2021-0040,1,MASCULINO,27,CONDUCTOR,MOTO,AUTO,2021-05-20,1,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",DEL LIBERTADOR AV.,13,-58.46743471,-34.53476874
2021-0041,1,MASCULINO,75,PEATON,PEATON,PASAJEROS,2021-05-20,1,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y CASARES AV.,CASARES AV.,14,-58.40986646,-34.5772806
2021-0042,1,MASCULINO,39,PEATON,PEATON,PASAJEROS,2021-05-21,1,5,RIVADAVIA AV. 10900,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 10900,10900.0,9,-58.51739138,-34.63931792
